customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,last_order_date,first_order_date,frequency,monetary,total_orders,recency_days,on_time_orders,avg_delay_score,on_time_ratio,avg_order_value,customer_lifespan_days,orders_per_month,avg_rating,count_feedback,negative_feedback_count,positive_feedback_count,avg_sentiment,avg_text_sentiment,text_negative_count,last_feedback_date,had_negative_feedback,churn,snapshot_date
44928499,Aarav Andra,sonikabir@example.org,910814388898,"H.No. 730
Saraf Marg, Lucknow-500239",Ramgarh,227609,2023-04-09,New,2023-07-19 04:15:07,2023-03-28 06:46:34,2.0,3858.51,2.0,43.0,1.0,0.25,0.5,1929.255,112.0,0.5357142857142857,4.0,2.0,0.0,1.0,0.5,0.3057,0.0,2023-07-19 00:00:00,0,1,2023-09-01
94137242,Rohan Mallick,wasonmohammed@example.net,917286111509,"H.No. 80, Varty Street, Narasaraopet-597623",Bhagalpur,104396,2023-04-17,New,2023-03-28 04:07:24,2023-03-18 11:29:14,2.0,3856.72,2.0,156.0,1.0,0.25,0.5,1928.36,9.0,6.666666666666667,4.0,2.0,0.0,0.0,0.0,0.07095,0.0,2023-03-28 00:00:00,0,1,2023-09-01
5763963,Chandran Seth,yashoda79@example.net,914781329513,"17/902
Mital Road
Kharagpur-793062",Pimpri-Chinchwad,773179,2023-03-30,Regular,2023-07-25 05:54:42,2023-03-27 07:49:31,2.0,3872.9300000000003,2.0,37.0,2.0,0.0,1.0,1936.4650000000001,119.0,0.5042016806722689,2.0,2.0,2.0,0.0,-1.0,-0.43374999999999997,2.0,2023-07-25 00:00:00,1,0,2023-09-01
16543242,Vihaan Korpal,dayalekaraj@example.net,910147864761,"H.No. 44, Garde Street
Indore 604835",Darbhanga,887597,2023-06-05,Premium,2023-08-14 02:30:24,2023-03-26 07:24:46,3.0,3146.65,3.0,17.0,3.0,0.0,1.0,1048.8833333333334,140.0,0.6428571428571428,2.6666666666666665,3.0,2.0,1.0,-0.3333333333333333,0.00630000000000001,1.0,2023-08-14 00:00:00,1,1,2023-09-01
38875754,Yash Mitter,falaksrinivasan@example.net,916294516611,"004
Hayre Circle
Anand 997941",Ambattur,109408,2023-08-12,Premium,2023-06-16 19:27:33,2023-06-16 19:27:33,1.0,2606.6,1.0,76.0,1.0,0.0,1.0,2606.6,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.1419,0.0,2023-06-16 00:00:00,0,1,2023-09-01
52032226,Jagvi Choudhury,shivanimani@example.com,918058971158,"12/11, Kala Circle
Amroha 185767",Jodhpur,921195,2023-08-26,Premium,2023-07-16 02:33:21,2023-07-16 02:33:21,1.0,1614.35,1.0,46.0,1.0,0.0,1.0,1614.35,0.0,1.0,3.0,1.0,1.0,0.0,-1.0,-0.4215,1.0,2023-07-16 00:00:00,1,1,2023-09-01
45868300,Isha Sheth,revaatwal@example.net,915776097269,"H.No. 36
Doctor Path, Aurangabad 897507",Ratlam,406941,2023-08-24,Premium,2023-04-14 09:49:18,2023-04-05 18:07:19,2.0,3504.2699999999995,2.0,139.0,2.0,0.0,1.0,1752.1349999999998,8.0,7.5,3.0,2.0,1.0,0.0,-0.5,0.2202,0.0,2023-04-14 00:00:00,1,1,2023-09-01
83236183,Zayan Kalla,chatreshtella@example.net,918082907844,"71/586
Puri
Vasai-Virar 324011",Panihati,760694,2023-03-26,New,2023-07-19 06:27:04,2023-07-19 06:27:04,1.0,2496.85,1.0,43.0,1.0,0.0,1.0,2496.85,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-07-19 00:00:00,0,1,2023-09-01
1469696,Gaurangi Banerjee,raghavanjagrati@example.com,911996578832,"98/623
Balasubramanian Zila, Alappuzha-147623",Jalna,74329,2023-06-24,Premium,2023-08-05 08:19:54,2023-08-05 08:19:54,1.0,3229.91,1.0,26.0,1.0,0.0,1.0,3229.91,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,2023-08-05 00:00:00,1,1,2023-09-01
73428596,Nathaniel Sem,ekanta10@example.com,917894420102,"19/020, Apte Road, Bareilly-249358",Kakinada,530738,2023-08-18,Inactive,2023-03-22 23:08:39,2023-03-22 23:08:39,1.0,4469.56,1.0,162.0,1.0,0.0,1.0,4469.56,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.4404,0.0,2023-03-22 00:00:00,0,1,2023-09-01
95428692,Janani Yohannan,chakradevwable@example.com,919305731276,"H.No. 76, Ravel Circle, Raurkela Industrial Township-413543",Motihari,512761,2023-03-21,New,2023-07-19 15:59:48,2023-07-19 15:59:48,1.0,1684.14,1.0,43.0,1.0,0.0,1.0,1684.14,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.1419,0.0,2023-07-19 00:00:00,0,1,2023-09-01
49806393,Aarush Natt,nachiket49@example.com,911883661448,"33, Kurian Zila
Jorhat 539806",Latur,918497,2023-03-31,Regular,2023-08-08 02:28:27,2023-04-16 00:20:18,2.0,6213.99,2.0,23.0,2.0,0.0,1.0,3106.995,114.0,0.5263157894736842,4.5,2.0,0.0,1.0,0.5,0.28595,0.0,2023-08-08 00:00:00,0,1,2023-09-01
2164524,Kamala Natt,abha02@example.net,914518913172,"H.No. 130
Bhakta Chowk
Morbi-605758",Rohtak,398241,2023-04-16,Inactive,2023-06-18 19:52:44,2023-06-18 19:52:44,1.0,726.41,1.0,74.0,1.0,0.0,1.0,726.41,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.6428,0.0,2023-06-18 00:00:00,0,0,2023-09-01
94854830,Aarna Dave,michaelmann@example.com,912656646606,"80/915
Pau Nagar
Haridwar-710710",Kochi,194790,2023-07-27,Inactive,2023-07-13 04:51:45,2023-07-13 04:51:45,1.0,5351.42,1.0,49.0,1.0,0.0,1.0,5351.42,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.4019,0.0,2023-07-13 00:00:00,0,1,2023-09-01
17597449,Umang Dhingra,pprabhakar@example.com,916003995803,"47
Patil Circle, Srikakulam 796222",Guna,433729,2023-04-06,Inactive,2023-08-24 06:24:57,2023-05-25 15:23:42,3.0,9582.95,3.0,7.0,3.0,0.0,1.0,3194.316666666667,90.0,1.0,2.6666666666666665,3.0,2.0,1.0,-0.3333333333333333,-0.06769999999999998,2.0,2023-08-24 00:00:00,1,1,2023-09-01
18259715,Finn Chacko,ggala@example.org,910239259761,"H.No. 080
Kari, Deoghar 884791",Pudukkottai,635726,2023-05-14,Regular,2023-07-03 12:44:21,2023-05-14 22:40:49,2.0,809.98,2.0,59.0,1.0,0.25,0.5,404.99,49.0,1.2244897959183674,4.0,2.0,0.0,1.0,0.5,0.42115,0.0,2023-07-03 00:00:00,0,1,2023-09-01
5540556,Lakshit Balan,gunbirpillai@example.org,914805774586,"508, Dixit Zila
Nashik-521010",Gangtok,166077,2023-08-28,Regular,2023-03-28 16:54:25,2023-03-28 16:54:25,1.0,3174.92,1.0,156.0,1.0,0.0,1.0,3174.92,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.1419,0.0,2023-03-28 00:00:00,0,1,2023-09-01
36587003,Amaira Nagi,jdeo@example.org,916612634980,"494, Shukla Path
Nizamabad 528423",Tumkur,471550,2023-03-31,New,2023-06-30 05:45:36,2023-06-30 05:45:36,1.0,1765.22,1.0,62.0,0.0,0.5,0.0,1765.22,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.4404,0.0,2023-06-30 00:00:00,0,1,2023-09-01
55028958,Pavani Yadav,mallorinder@example.org,910013225561,"71/201, Swamy, Thoothukudi-983182",Howrah,918618,2023-05-10,New,2023-07-30 07:51:28,2023-07-30 07:51:28,1.0,4557.7,1.0,32.0,1.0,0.0,1.0,4557.7,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.6428,0.0,2023-07-30 00:00:00,0,0,2023-09-01
36142455,Rushil Walla,tristannarang@example.org,917860508650,"52, Toor Circle, Bhagalpur 502939",Katni,388331,2023-03-19,Premium,2023-05-12 14:07:49,2023-05-12 14:07:49,1.0,1239.96,1.0,111.0,1.0,0.0,1.0,1239.96,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,2023-05-12 00:00:00,1,0,2023-09-01
99156138,Yatin Hayer,raghavangaurang@example.com,915136640663,"714
Choudhury Chowk, Chinsurah 000605",Morbi,906839,2023-06-10,Regular,2023-08-18 05:36:14,2023-08-18 05:36:14,1.0,4116.32,1.0,13.0,0.0,0.5,0.0,4116.32,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-08-18 00:00:00,0,1,2023-09-01
34897081,Kamala Dasgupta,bhaktabhavika@example.org,918893858583,"33, Uppal Chowk, Mysore-453952",Shahjahanpur,647500,2023-07-22,Premium,2023-08-19 23:20:01,2023-08-19 23:20:01,1.0,1623.7,1.0,12.0,1.0,0.0,1.0,1623.7,0.0,1.0,2.0,1.0,1.0,0.0,-1.0,-0.5423,1.0,2023-08-19 00:00:00,1,1,2023-09-01
8817168,Lajita Sharma,gaurang89@example.net,919052032703,"10/038
Subramanian Chowk
Begusarai 041864",Mehsana,294382,2023-08-19,Inactive,2023-08-06 17:49:31,2023-08-06 17:49:31,1.0,196.64,1.0,25.0,0.0,0.5,0.0,196.64,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.1419,0.0,2023-08-06 00:00:00,0,1,2023-09-01
79298972,Zaid Kari,solankiabeer@example.net,915590631276,"37
Bajaj Circle, Siwan 761617",Nadiad,685405,2023-06-25,Regular,2023-04-18 12:19:04,2023-04-18 12:19:04,1.0,1874.14,1.0,135.0,1.0,0.0,1.0,1874.14,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.5719,0.0,2023-04-18 00:00:00,0,1,2023-09-01
88203688,Chavvi Karan,hsaini@example.org,916067392387,"31/15
Sundaram Road, Meerut-572312",Chittoor,743672,2023-04-16,New,2023-03-17 01:19:51,2023-03-17 01:19:51,1.0,1507.92,1.0,167.0,1.0,0.0,1.0,1507.92,0.0,1.0,3.0,1.0,1.0,0.0,-1.0,0.0,0.0,2023-03-17 00:00:00,1,1,2023-09-01
60732869,Joshua Nath,anamika40@example.com,910727099798,"H.No. 29
Hora Nagar
Amritsar-740154",Rajahmundry,625859,2023-04-08,New,2023-08-29 00:50:01,2023-08-29 00:50:01,1.0,2124.37,1.0,2.0,0.0,0.5,0.0,2124.37,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.6428,0.0,2023-08-29 00:00:00,0,1,2023-09-01
46876240,Vihaan Doctor,jagvi98@example.org,916127817416,"H.No. 305
Sunder Street, Proddatur-711890",Vijayanagaram,447804,2023-06-16,Premium,2023-03-22 13:39:16,2023-03-22 13:39:16,1.0,3510.24,1.0,162.0,1.0,0.0,1.0,3510.24,0.0,1.0,3.0,1.0,0.0,0.0,0.0,-0.092,1.0,2023-03-22 00:00:00,0,1,2023-09-01
20940403,Tanvi Kala,zayyan13@example.com,918270808381,"H.No. 537
Krishna Circle
Gurgaon 910763",Dhule,711075,2023-05-08,Premium,2023-07-09 08:37:58,2023-07-09 08:37:58,1.0,864.3,1.0,53.0,1.0,0.0,1.0,864.3,0.0,1.0,3.0,1.0,1.0,0.0,-1.0,-0.3252,1.0,2023-07-09 00:00:00,1,0,2023-09-01
83701325,Chasmum Rau,advaithupadhyay@example.net,919299589668,"H.No. 191, Rout Circle
Narasaraopet 526905",Dehradun,227249,2023-04-11,Premium,2023-05-12 17:29:24,2023-05-12 17:29:24,1.0,547.92,1.0,111.0,1.0,0.0,1.0,547.92,0.0,1.0,5.0,1.0,0.0,1.0,1.0,0.6468,0.0,2023-05-12 00:00:00,0,1,2023-09-01
46313756,Widisha Desai,nakul82@example.net,911818880064,"102, Chopra Ganj, Korba-838479",Kolhapur,449091,2023-03-26,Premium,2023-06-01 15:26:41,2023-05-19 00:01:09,2.0,820.52,2.0,91.0,0.0,0.5,0.0,410.26,13.0,4.615384615384615,3.5,2.0,0.0,1.0,0.5,0.2393,0.0,2023-06-01 00:00:00,0,1,2023-09-01
58111297,Chasmum Mutti,vrindakumer@example.com,917550631586,"500
Bhat Ganj
Tadepalligudem 780400",Sambalpur,390809,2023-08-16,Regular,2023-05-05 01:42:01,2023-05-05 01:42:01,1.0,2163.4,1.0,118.0,1.0,0.0,1.0,2163.4,0.0,1.0,3.0,1.0,0.0,0.0,0.0,-0.092,1.0,2023-05-05 00:00:00,0,1,2023-09-01
66742602,Yatan Uppal,hchakraborty@example.net,913358190164,"18
Bala Zila, Katni 101174",Jalna,749857,2023-07-01,New,2023-08-29 16:20:14,2023-08-10 21:16:44,2.0,5843.91,2.0,2.0,1.0,0.25,0.5,2921.955,18.0,3.3333333333333335,3.5,2.0,1.0,1.0,0.0,0.10320000000000001,1.0,2023-08-29 00:00:00,1,0,2023-09-01
90021871,Pooja Dube,sudikshagokhale@example.org,910950444681,"H.No. 052
Chawla Marg, Ongole-389291",Thiruvananthapuram,326796,2023-08-04,Regular,2023-08-05 10:01:05,2023-05-11 20:36:55,2.0,3122.2,2.0,26.0,2.0,0.0,1.0,1561.1,85.0,0.7058823529411764,4.0,2.0,0.0,1.0,0.5,0.42115,0.0,2023-08-05 00:00:00,0,0,2023-09-01
97286925,Omkaar Bedi,girindra67@example.com,912878097839,"H.No. 44
Sarma Chowk
Bettiah 917609",Vellore,106555,2023-08-30,Inactive,2023-04-25 12:40:49,2023-04-25 12:40:49,1.0,888.12,1.0,128.0,1.0,0.0,1.0,888.12,0.0,1.0,5.0,1.0,0.0,1.0,1.0,0.4754,0.0,2023-04-25 00:00:00,0,1,2023-09-01
90882023,Benjamin Misra,craman@example.org,917726876648,"35/442
Merchant Circle, Uluberia 558909",Begusarai,686278,2023-06-12,Premium,2023-07-27 04:17:11,2023-07-27 04:17:11,1.0,517.77,1.0,35.0,1.0,0.0,1.0,517.77,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.6428,0.0,2023-07-27 00:00:00,0,1,2023-09-01
64106072,Pratyush Majumdar,riasheth@example.org,911641476779,"H.No. 009
Sharma Marg
Loni 610495",Deoghar,787371,2023-04-13,Inactive,2023-06-01 20:53:50,2023-06-01 20:53:50,1.0,281.73,1.0,91.0,1.0,0.0,1.0,281.73,0.0,1.0,5.0,1.0,0.0,1.0,1.0,0.4404,0.0,2023-06-01 00:00:00,0,1,2023-09-01
66655397,Hemal Grover,xalak59@example.org,917971360873,"H.No. 663, Badal Road, Dewas 856228",Pali,154251,2023-04-23,New,2023-05-19 06:41:57,2023-05-19 06:41:57,1.0,263.7,1.0,104.0,1.0,0.0,1.0,263.7,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.3367,0.0,2023-05-19 00:00:00,0,0,2023-09-01
63971358,Leela Hayre,npalla@example.org,918511026912,"599
Sharaf Zila
Adoni 602296",Mau,621459,2023-06-24,Regular,2023-06-03 06:52:14,2023-06-03 06:52:14,1.0,937.34,1.0,89.0,1.0,0.0,1.0,937.34,0.0,1.0,2.0,1.0,1.0,0.0,-1.0,-0.1695,1.0,2023-06-03 00:00:00,1,1,2023-09-01
87823209,Hemang Suri,aggarwalwatika@example.net,915979846952,"75/184, Apte Ganj, Kurnool 695756",Tadepalligudem,826255,2023-04-08,Inactive,2023-06-15 06:52:20,2023-06-15 06:52:20,1.0,2430.88,1.0,77.0,1.0,0.0,1.0,2430.88,0.0,1.0,5.0,1.0,0.0,1.0,1.0,0.3804,0.0,2023-06-15 00:00:00,0,1,2023-09-01
2457734,Onkar Garg,warhi85@example.com,914165510683,"51/82, Sathe Marg
Khora  495386",Ahmednagar,317271,2023-05-27,Premium,2023-03-26 20:02:49,2023-03-26 20:02:49,1.0,1946.42,1.0,158.0,1.0,0.0,1.0,1946.42,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.69,0.0,2023-03-26 00:00:00,0,0,2023-09-01
50781611,Jeremiah Mallick,battayashasvi@example.com,916250356419,"010
Raju Zila, Sikar 787053",Nagpur,441000,2023-05-24,Regular,2023-08-03 15:12:25,2023-04-11 20:58:29,2.0,4805.83,2.0,28.0,1.0,0.25,0.5,2402.915,113.0,0.5309734513274337,2.5,2.0,1.0,0.0,-0.5,-0.13979999999999998,1.0,2023-08-03 00:00:00,1,1,2023-09-01
77035814,Ishaan Mohanty,dev69@example.com,917909626015,"04/69
Sahni Path
Guntakal-870680",Bhimavaram,250593,2023-06-03,Inactive,2023-04-12 12:45:55,2023-04-12 12:45:55,1.0,1730.33,1.0,141.0,0.0,1.0,0.0,1730.33,0.0,1.0,5.0,1.0,0.0,1.0,1.0,0.4404,0.0,2023-04-12 00:00:00,0,0,2023-09-01
28428852,Libni Dada,pranit07@example.net,916086959184,"04/861, Kaul Chowk
Sikar-365292",Mira-Bhayandar,367282,2023-04-11,Inactive,2023-08-27 05:03:40,2023-08-27 05:03:40,1.0,1822.73,1.0,4.0,1.0,0.0,1.0,1822.73,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.4404,0.0,2023-08-27 00:00:00,0,1,2023-09-01
1200365,Avni Mistry,rkurian@example.net,916473105621,"29/45, Morar Road, Sangli-Miraj & Kupwad 629491",Thane,151739,2023-06-21,Regular,2023-06-07 13:30:04,2023-06-07 13:30:04,1.0,393.43,1.0,85.0,0.0,0.5,0.0,393.43,0.0,1.0,3.0,1.0,0.0,0.0,0.0,-0.092,1.0,2023-06-07 00:00:00,0,1,2023-09-01
31576845,Chasmum Raman,bimalaanne@example.org,914433885067,"01/925, Goda Zila
Ahmedabad-481472",Madurai,6864,2023-07-07,New,2023-08-16 17:40:31,2023-08-16 17:40:31,1.0,4044.58,1.0,15.0,1.0,0.0,1.0,4044.58,0.0,1.0,5.0,1.0,0.0,1.0,1.0,0.4754,0.0,2023-08-16 00:00:00,0,0,2023-09-01
91602727,Rayaan Palla,yatin72@example.org,919823493170,"H.No. 82, Sridhar Nagar
Pali 461261",Indore,798247,2023-08-31,Inactive,2023-04-01 00:44:27,2023-04-01 00:44:27,1.0,968.94,1.0,152.0,1.0,0.0,1.0,968.94,0.0,1.0,2.0,1.0,1.0,0.0,-1.0,0.0,0.0,2023-04-01 00:00:00,1,1,2023-09-01
96853930,Jagvi Varty,tbaral@example.com,917519714638,"460, Viswanathan Nagar, Nangloi Jat 590971",Bhopal,349563,2023-07-03,Premium,2023-05-18 12:01:40,2023-05-18 12:01:40,1.0,3749.33,1.0,105.0,0.0,0.5,0.0,3749.33,0.0,1.0,3.0,1.0,1.0,0.0,-1.0,-0.5256,1.0,2023-05-18 00:00:00,1,0,2023-09-01
15599514,Yashodhara Magar,jeetbansal@example.org,913660608773,"H.No. 586, Sawhney Zila
Jamnagar-849026",Tezpur,170702,2023-04-18,Regular,2023-06-26 11:26:10,2023-06-26 11:26:10,1.0,2831.58,1.0,66.0,0.0,0.5,0.0,2831.58,0.0,1.0,3.0,1.0,0.0,0.0,0.0,-0.092,1.0,2023-06-26 00:00:00,0,1,2023-09-01
85218071,Panini Mani,bhavanighosh@example.org,912901349860,"397
Ramaswamy Nagar, Motihari-389474",Hyderabad,908140,2023-04-28,New,2023-05-15 12:01:24,2023-05-15 12:01:24,1.0,3274.45,1.0,108.0,1.0,0.0,1.0,3274.45,0.0,1.0,2.0,1.0,1.0,0.0,-1.0,-0.4215,1.0,2023-05-15 00:00:00,1,1,2023-09-01
98246574,Rachita Varty,hardik53@example.net,918123225989,"H.No. 85, Bail
Gandhidham-851792",Chinsurah,638222,2023-03-24,Premium,2023-08-18 21:12:53,2023-08-18 21:12:53,1.0,4664.16,1.0,13.0,1.0,0.0,1.0,4664.16,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-08-18 00:00:00,0,1,2023-09-01
27504517,Rayaan Gupta,tailorsimon@example.org,918679065841,"77, Mital Path
Rajahmundry 334280",Bardhaman,833561,2023-06-30,New,2023-08-23 00:44:18,2023-08-23 00:44:18,1.0,532.57,1.0,8.0,1.0,0.0,1.0,532.57,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.6114,0.0,2023-08-23 00:00:00,0,1,2023-09-01
41874489,Vrishti Baria,varsha76@example.com,917971760280,"70
Sawhney Street, Agra 309466",Ahmedabad,285855,2023-04-09,Regular,2023-08-18 05:23:32,2023-08-18 05:23:32,1.0,2004.57,1.0,13.0,1.0,0.0,1.0,2004.57,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-08-18 00:00:00,0,0,2023-09-01
52613657,Kala Ravi,unni50@example.org,917291189791,"H.No. 521
Peri, Khora  519235",Sultan Pur Majra,685992,2023-03-16,New,2023-03-27 20:30:31,2023-03-27 20:30:31,1.0,4876.13,1.0,157.0,0.0,1.0,0.0,4876.13,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.6588,0.0,2023-03-27 00:00:00,0,1,2023-09-01
90372221,Rajeshri Hayre,pahal62@example.com,919263387366,"H.No. 571, De Chowk, Rampur-364379",Jabalpur,262984,2023-05-30,Regular,2023-05-04 18:32:00,2023-05-04 18:32:00,1.0,483.05,1.0,119.0,1.0,0.0,1.0,483.05,0.0,1.0,3.0,1.0,1.0,0.0,-1.0,0.0,0.0,2023-05-04 00:00:00,1,0,2023-09-01
25526479,Mason Doctor,siyasinghal@example.net,912906385338,"H.No. 45
Nadig Ganj, Ongole-168533",Hazaribagh,154794,2023-03-16,Regular,2023-04-11 06:16:55,2023-04-11 06:16:55,1.0,3732.99,1.0,142.0,1.0,0.0,1.0,3732.99,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.4754,0.0,2023-04-11 00:00:00,0,1,2023-09-01
66943324,Gavin Karnik,rudrakrishna@example.com,915045422274,"36/02
Padmanabhan Ganj, Saharsa 133874",Gorakhpur,851838,2023-08-13,Premium,2023-05-03 22:54:44,2023-05-03 22:54:44,1.0,1379.99,1.0,120.0,1.0,0.0,1.0,1379.99,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,2023-05-03 00:00:00,1,0,2023-09-01
58170168,Urmi Bansal,vamakshiramachandran@example.org,918168193739,"497
Madan, Anantapuram-223901",Sasaram,480016,2023-08-03,Premium,2023-07-05 12:19:11,2023-07-05 12:19:11,1.0,1545.49,1.0,57.0,1.0,0.0,1.0,1545.49,0.0,1.0,2.0,1.0,1.0,0.0,-1.0,0.0,0.0,2023-07-05 00:00:00,1,1,2023-09-01
